Dataset Group,Entity Schema,Entity Name,Dag Last Run Date,Column Name,Data Type,Ordinal Position,Description,Looker Label,D1 Column Name,Vw Column Name,Entity Type,SPROC UPDATE SET,sproc source
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SHIP_QTY,NUMERIC,39,,,,,TABLE,"target.SHIP_QTY = source.SHIP_QTY,","source.SHIP_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_QTY,NUMERIC,40,,,,,TABLE,"target.ORDER_QTY = source.ORDER_QTY,","source.ORDER_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,QTY_MULT_NUM,NUMERIC,41,,,,,TABLE,"target.QTY_MULT_NUM = source.QTY_MULT_NUM,","source.QTY_MULT_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,NET_SELL_PROG_KEY_NUM,INT64,42,,,,,TABLE,"target.NET_SELL_PROG_KEY_NUM = source.NET_SELL_PROG_KEY_NUM,","source.NET_SELL_PROG_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,EXT_BASE_PRICE_DLR,NUMERIC,43,,,,,TABLE,"target.EXT_BASE_PRICE_DLR = source.EXT_BASE_PRICE_DLR,","source.EXT_BASE_PRICE_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,UNIT_BASE_PRICE_DLR,NUMERIC,44,,,,,TABLE,"target.UNIT_BASE_PRICE_DLR = source.UNIT_BASE_PRICE_DLR,","source.UNIT_BASE_PRICE_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,EXT_NET_INCRM_MARGIN_DLR,NUMERIC,45,,,,,TABLE,"target.EXT_NET_INCRM_MARGIN_DLR = source.EXT_NET_INCRM_MARGIN_DLR,","source.EXT_NET_INCRM_MARGIN_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,UNIT_NET_INCRM_MARGIN_DLR,NUMERIC,46,,,,,TABLE,"target.UNIT_NET_INCRM_MARGIN_DLR = source.UNIT_NET_INCRM_MARGIN_DLR,","source.UNIT_NET_INCRM_MARGIN_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_NUM,NUMERIC,47,,,,,TABLE,"target.ORDER_NUM = source.ORDER_NUM,","source.ORDER_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_LINE_NUM,INT64,48,,,,,TABLE,"target.ORDER_LINE_NUM = source.ORDER_LINE_NUM,","source.ORDER_LINE_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,TOTAL_EXT_ADDL_CHRG_DLR,NUMERIC,49,,,,,TABLE,"target.TOTAL_EXT_ADDL_CHRG_DLR = source.TOTAL_EXT_ADDL_CHRG_DLR,","source.TOTAL_EXT_ADDL_CHRG_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,TOTAL_UNIT_ADDL_CHRG_DLR,NUMERIC,50,,,,,TABLE,"target.TOTAL_UNIT_ADDL_CHRG_DLR = source.TOTAL_UNIT_ADDL_CHRG_DLR,","source.TOTAL_UNIT_ADDL_CHRG_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_INVOICE_NUM,NUMERIC,51,,,,,TABLE,"target.ORIG_INVOICE_NUM = source.ORIG_INVOICE_NUM,","source.ORIG_INVOICE_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CNTRCT_FIXED_SELL_DLR,NUMERIC,52,,,,,TABLE,"target.CNTRCT_FIXED_SELL_DLR = source.CNTRCT_FIXED_SELL_DLR,","source.CNTRCT_FIXED_SELL_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CAC_KEY_NUM,INT64,53,,,,,TABLE,"target.CAC_KEY_NUM = source.CAC_KEY_NUM,","source.CAC_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_ORDER_QTY,NUMERIC,54,,,,,TABLE,"target.ORIG_ORDER_QTY = source.ORIG_ORDER_QTY,","source.ORIG_ORDER_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_UNIT_SELL_DLR,NUMERIC,55,,,,,TABLE,"target.ORIG_UNIT_SELL_DLR = source.ORIG_UNIT_SELL_DLR,","source.ORIG_UNIT_SELL_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_EXT_SELL_DLR,NUMERIC,56,,,,,TABLE,"target.ORIG_EXT_SELL_DLR = source.ORIG_EXT_SELL_DLR,","source.ORIG_EXT_SELL_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_DTE_KEY_NUM,INT64,57,,,,,TABLE,"target.ORDER_DTE_KEY_NUM = source.ORDER_DTE_KEY_NUM,","source.ORDER_DTE_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_INVOICE_DTE_KEY_NUM,INT64,58,,,,,TABLE,"target.ORIG_INVOICE_DTE_KEY_NUM = source.ORIG_INVOICE_DTE_KEY_NUM,","source.ORIG_INVOICE_DTE_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CARD_OVRD_RTRN_REASON_KEY_NUM,INT64,59,,,,,TABLE,"target.CARD_OVRD_RTRN_REASON_KEY_NUM = source.CARD_OVRD_RTRN_REASON_KEY_NUM,","source.CARD_OVRD_RTRN_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CUSTOMER_RTRN_GROUP_KEY_NUM,INT64,60,,,,,TABLE,"target.CUSTOMER_RTRN_GROUP_KEY_NUM = source.CUSTOMER_RTRN_GROUP_KEY_NUM,","source.CUSTOMER_RTRN_GROUP_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CREDIT_REBILL_REASON_KEY_NUM,INT64,61,,,,,TABLE,"target.CREDIT_REBILL_REASON_KEY_NUM = source.CREDIT_REBILL_REASON_KEY_NUM,","source.CREDIT_REBILL_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_RCV_DIST_CENTER_KEY_NUM,INT64,62,,,,,TABLE,"target.OTS_RCV_DIST_CENTER_KEY_NUM = source.OTS_RCV_DIST_CENTER_KEY_NUM,","source.OTS_RCV_DIST_CENTER_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_RCV_ORDER_NUM,NUMERIC,63,,,,,TABLE,"target.OTS_RCV_ORDER_NUM = source.OTS_RCV_ORDER_NUM,","source.OTS_RCV_ORDER_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_RCV_ORDER_LINE_NUM,INT64,64,,,,,TABLE,"target.OTS_RCV_ORDER_LINE_NUM = source.OTS_RCV_ORDER_LINE_NUM,","source.OTS_RCV_ORDER_LINE_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_RCV_INVOICE_NUM,NUMERIC,65,,,,,TABLE,"target.OTS_RCV_INVOICE_NUM = source.OTS_RCV_INVOICE_NUM,","source.OTS_RCV_INVOICE_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_NEW_ORDER_NUM,NUMERIC,66,,,,,TABLE,"target.OTS_NEW_ORDER_NUM = source.OTS_NEW_ORDER_NUM,","source.OTS_NEW_ORDER_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_NEW_ORDER_LINE_NUM,INT64,67,,,,,TABLE,"target.OTS_NEW_ORDER_LINE_NUM = source.OTS_NEW_ORDER_LINE_NUM,","source.OTS_NEW_ORDER_LINE_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CNTRCT_KEY_NUM,INT64,68,,,,,TABLE,"target.CNTRCT_KEY_NUM = source.CNTRCT_KEY_NUM,","source.CNTRCT_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_CNTRCT_GROUP_KEY_NUM,INT64,69,,,,,TABLE,"target.ORIG_CNTRCT_GROUP_KEY_NUM = source.ORIG_CNTRCT_GROUP_KEY_NUM,","source.ORIG_CNTRCT_GROUP_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SOM_HOLD_ORDER_NUM,NUMERIC,70,,,,,TABLE,"target.SOM_HOLD_ORDER_NUM = source.SOM_HOLD_ORDER_NUM,","source.SOM_HOLD_ORDER_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OVRD_SHIP_QTY,NUMERIC,71,,,,,TABLE,"target.OVRD_SHIP_QTY = source.OVRD_SHIP_QTY,","source.OVRD_SHIP_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,DYNMC_ALLCT_CUT_QTY,NUMERIC,72,,,,,TABLE,"target.DYNMC_ALLCT_CUT_QTY = source.DYNMC_ALLCT_CUT_QTY,","source.DYNMC_ALLCT_CUT_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,WHSE_CUT_QTY,NUMERIC,73,,,,,TABLE,"target.WHSE_CUT_QTY = source.WHSE_CUT_QTY,","source.WHSE_CUT_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,LINE_SHRT_REASON_KEY_NUM,INT64,74,,,,,TABLE,"target.LINE_SHRT_REASON_KEY_NUM = source.LINE_SHRT_REASON_KEY_NUM,","source.LINE_SHRT_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,RPT_SHRT_REASON_KEY_NUM,INT64,75,,,,,TABLE,"target.RPT_SHRT_REASON_KEY_NUM = source.RPT_SHRT_REASON_KEY_NUM,","source.RPT_SHRT_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,RPT_LINE_SHRT_REASON_KEY_NUM,INT64,76,,,,,TABLE,"target.RPT_LINE_SHRT_REASON_KEY_NUM = source.RPT_LINE_SHRT_REASON_KEY_NUM,","source.RPT_LINE_SHRT_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,OTS_TYPE_KEY_NUM,INT64,77,,,,,TABLE,"target.OTS_TYPE_KEY_NUM = source.OTS_TYPE_KEY_NUM,","source.OTS_TYPE_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,PRICE_SGMNT_KEY_NUM,INT64,78,,,,,TABLE,"target.PRICE_SGMNT_KEY_NUM = source.PRICE_SGMNT_KEY_NUM,","source.PRICE_SGMNT_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_ORDER_UNIT_SELL_DLR,NUMERIC,79,,,,,TABLE,"target.ORIG_ORDER_UNIT_SELL_DLR = source.ORIG_ORDER_UNIT_SELL_DLR,","source.ORIG_ORDER_UNIT_SELL_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORIG_ORDER_EXT_SELL_DLR,NUMERIC,80,,,,,TABLE,"target.ORIG_ORDER_EXT_SELL_DLR = source.ORIG_ORDER_EXT_SELL_DLR,","source.ORIG_ORDER_EXT_SELL_DLR,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SBST_OVRD_REASON_KEY_NUM,INT64,81,,,,,TABLE,"target.SBST_OVRD_REASON_KEY_NUM = source.SBST_OVRD_REASON_KEY_NUM,","source.SBST_OVRD_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,INVOICE_SUFFIX_FLG,STRING,82,,,,,TABLE,"target.INVOICE_SUFFIX_FLG = source.INVOICE_SUFFIX_FLG,","source.INVOICE_SUFFIX_FLG,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CREDIT_MEMO_NUM,STRING,83,,,,,TABLE,"target.CREDIT_MEMO_NUM = source.CREDIT_MEMO_NUM,","source.CREDIT_MEMO_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SPD_ORDER_SRC_CDE_KEY_NUM,INT64,84,,,,,TABLE,"target.SPD_ORDER_SRC_CDE_KEY_NUM = source.SPD_ORDER_SRC_CDE_KEY_NUM,","source.SPD_ORDER_SRC_CDE_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,TRNSCT_ID,STRING,85,,,,,TABLE,"target.TRNSCT_ID = source.TRNSCT_ID,","source.TRNSCT_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,PYMT_TERM_KEY_NUM,INT64,86,,,,,TABLE,"target.PYMT_TERM_KEY_NUM = source.PYMT_TERM_KEY_NUM,","source.PYMT_TERM_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,PYMT_TERM_POLICY_KEY_NUM,INT64,87,,,,,TABLE,"target.PYMT_TERM_POLICY_KEY_NUM = source.PYMT_TERM_POLICY_KEY_NUM,","source.PYMT_TERM_POLICY_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SUGG_ORDER_QTY,INT64,88,,,,,TABLE,"target.SUGG_ORDER_QTY = source.SUGG_ORDER_QTY,","source.SUGG_ORDER_QTY,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_TIM,INT64,89,,,,,TABLE,"target.ORDER_TIM = source.ORDER_TIM,","source.ORDER_TIM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_ALLCT_DTE_KEY_NUM,INT64,90,,,,,TABLE,"target.ORDER_ALLCT_DTE_KEY_NUM = source.ORDER_ALLCT_DTE_KEY_NUM,","source.ORDER_ALLCT_DTE_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_ALLCT_TIM,INT64,91,,,,,TABLE,"target.ORDER_ALLCT_TIM = source.ORDER_ALLCT_TIM,","source.ORDER_ALLCT_TIM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,PICK_DTE_KEY_NUM,INT64,92,,,,,TABLE,"target.PICK_DTE_KEY_NUM = source.PICK_DTE_KEY_NUM,","source.PICK_DTE_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,PICK_DTE_TIM,INT64,93,,,,,TABLE,"target.PICK_DTE_TIM = source.PICK_DTE_TIM,","source.PICK_DTE_TIM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ORDER_PLC_USER_ID,STRING,94,,,,,TABLE,"target.ORDER_PLC_USER_ID = source.ORDER_PLC_USER_ID,","source.ORDER_PLC_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,CREDIT_DETAIL_CMNT_TXT,STRING,95,,,,,TABLE,"target.CREDIT_DETAIL_CMNT_TXT = source.CREDIT_DETAIL_CMNT_TXT,","source.CREDIT_DETAIL_CMNT_TXT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SPECIAL_INSTR_2_TXT,STRING,96,,,,,TABLE,"target.SPECIAL_INSTR_2_TXT = source.SPECIAL_INSTR_2_TXT,","source.SPECIAL_INSTR_2_TXT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SPECIAL_INSTR_3_TXT,STRING,97,,,,,TABLE,"target.SPECIAL_INSTR_3_TXT = source.SPECIAL_INSTR_3_TXT,","source.SPECIAL_INSTR_3_TXT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,PRICE_ADJ_REASON_KEY_NUM,INT64,98,,,,,TABLE,"target.PRICE_ADJ_REASON_KEY_NUM = source.PRICE_ADJ_REASON_KEY_NUM,","source.PRICE_ADJ_REASON_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,DAPA_ID,STRING,99,,,,,TABLE,"target.DAPA_ID = source.DAPA_ID,","source.DAPA_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,REBATE_PCT_FCTR_PCT,NUMERIC,100,,,,,TABLE,"target.REBATE_PCT_FCTR_PCT = source.REBATE_PCT_FCTR_PCT,","source.REBATE_PCT_FCTR_PCT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,AFTER_REBATE_PRICE_AMT,NUMERIC,101,,,,,TABLE,"target.AFTER_REBATE_PRICE_AMT = source.AFTER_REBATE_PRICE_AMT,","source.AFTER_REBATE_PRICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,NBRBT_CNTRCT_NUM,NUMERIC,102,,,,,TABLE,"target.NBRBT_CNTRCT_NUM = source.NBRBT_CNTRCT_NUM,","source.NBRBT_CNTRCT_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,NBRBT_CNTRCT_PRICE_AMT,NUMERIC,103,,,,,TABLE,"target.NBRBT_CNTRCT_PRICE_AMT = source.NBRBT_CNTRCT_PRICE_AMT,","source.NBRBT_CNTRCT_PRICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SPECIAL_INSTR_1_TXT,STRING,104,,,,,TABLE,"target.SPECIAL_INSTR_1_TXT = source.SPECIAL_INSTR_1_TXT,","source.SPECIAL_INSTR_1_TXT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SBST_ITEM_PRICE_SGMNT_KEY_NUM,INT64,105,,,,,TABLE,"target.SBST_ITEM_PRICE_SGMNT_KEY_NUM = source.SBST_ITEM_PRICE_SGMNT_KEY_NUM,","source.SBST_ITEM_PRICE_SGMNT_KEY_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SRC_SYSTEM_NAM,STRING,106,,,,,TABLE,"target.SRC_SYSTEM_NAM = source.SRC_SYSTEM_NAM,","source.SRC_SYSTEM_NAM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,sap_bill_doc,NUMERIC,107,,,,,TABLE,"target.sap_bill_doc = source.sap_bill_doc,","source.sap_bill_doc,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,sap_cncl_doc,NUMERIC,108,,,,,TABLE,"target.sap_cncl_doc = source.sap_cncl_doc,","source.sap_cncl_doc,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SAP_CNCL_FLG,STRING,109,,,,,TABLE,"target.SAP_CNCL_FLG = source.SAP_CNCL_FLG,","source.SAP_CNCL_FLG,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,SAP_PRICING_DIV,FLOAT64,110,,,,,TABLE,"target.SAP_PRICING_DIV = source.SAP_PRICING_DIV,","source.SAP_PRICING_DIV,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ROW_ADD_STP,TIMESTAMP,111,,,,,TABLE,"target.ROW_ADD_STP = source.ROW_ADD_STP,","source.ROW_ADD_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ROW_ADD_USER_ID,STRING,112,,,,,TABLE,"target.ROW_ADD_USER_ID = source.ROW_ADD_USER_ID,","source.ROW_ADD_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ROW_UPDATE_STP,TIMESTAMP,113,,,,,TABLE,"target.ROW_UPDATE_STP = source.ROW_UPDATE_STP,","source.ROW_UPDATE_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_INVOICE_LINE,,ROW_UPDATE_USER_ID,STRING,114,,,,,TABLE,"target.ROW_UPDATE_USER_ID = source.ROW_UPDATE_USER_ID,","source.ROW_UPDATE_USER_ID,"
